Vehicle,A,A_Ang_X,A_Ang_Z,S1,S1_Ang_Y,S1_Ang_Z,S2,S2_Ang_Y,S2_Ang_Z,B,B_Ang_X,B_Ang_Y,R,R_Ang_X,R_Ang_Z,BU,Mp01,Mp02,Mp03,Mp04,Mp05,Mp06,Mp07,Mp08,Mp09,Mp10,Mp11,Mp12,BIW_mass_swr
Mid,468.4128,27.0986,10.8966,586.3231,8.3368,4.93234,681.7491,7.82964,3.22048,319.4466,26.0049,10.78,597.2738,2.62288,6.16776,148.2699,2.882476917,2.213623799,5.17755001,5.004557376,4.930937871,4.128568583,4.758891842,5.691816324,1.667292041,5.813628374,8.071580009,11.10437935,2612.7185
Small,299.9164,24.24942,8.4235,578.7922,7.49208,3.4482,749.6115,7.0112,1.0154,320.8086,20.52128,7.67382,552.42,2.8476,4.5783,171.394,5.826548219,5.064679727,5.093542052,5.153297943,4.91037794,5.120338994,7.447263524,8.771183733,2.77559328,8.659718772,9.760447053,11.11835821,3996.279
RV,604.0671,40.352,12.204,458.9256,2.28574,1.56832,600.1218,1.77012,0.19644,326.7536,16.48958,10.82626,546.6895,1.20288,10.6512,163.163,5.334623374,4.850961447,6.915511007,5.436788318,3.958625811,7.952729985,9.629898813,7.71801793,3.774748812,5.491219347,#VALUE!,10.46416529,5660.5185
RV,461.806,32.21262,10.8878,526.7133,8.12456,3.85008,865.041,4.10082,0.102,320.416,20.57166,8.9334,573.0573,0.5012,9.76128,166.6326,6.19743593,4.031336658,5.128296897,4.825216003,3.364286858,3.597468218,4.99514179,4.793794838,1.891775636,3.953333325,5.881623633,8.054385365,4244.585
Small,353.0808,22.11462,8.20984,545.49,6.17024,2.83416,871.344,9.64762,2.75352,324.8745,21.73794,10.40072,552.5316,2.515,2.25538,150.54,3.066226016,4.232233488,5.413713116,5.82384518,6.083205699,8.236005456,7.351360088,6.410741645,2.359322962,4.824179237,11.51570709,11.32119994,4020.2575
RV,500.94,30.8924,11.1474,479.7128,7.533,3.42652,622.1596,0.4934,0.59052,355.1328,19.2738,8.50416,555.951,0.6993,7.575,175.5075,6.039669008,5.6482504,5.305368505,6.414530817,5.295127139,7.168686572,8.608101225,6.587839252,3.55101246,4.95990082,8.779054825,12.46688391,6362.619
Small,502.205,23.92568,7.99632,700.128,3.04172,2.13444,588.112,18.77368,5.72576,303.0872,16.57976,5.08164,566.9892,2.0685,3.43536,141.1906,3.185655703,2.758443791,5.530930006,3.754789706,4.200823943,10.18456271,6.061870588,8.546485844,3.227537393,5.976020742,7.377040019,6.895720594,4276.165
Small,503.3182,24.00592,8.25066,700.6208,3.0566,2.11638,593.835,18.95792,5.78608,302.302,16.99392,5.1918,559.0932,2.06178,3.35308,141.787,3.113997922,2.629556967,5.600602574,3.942236306,4.164295039,10.21950974,5.791117063,8.759821456,3.020422694,5.811122877,6.825353422,6.386168076,4381.8825
Mid,512,28.9,10.7,510,7.2,3.8,691,5,0.8,320,23.9,13.2,590,1.7,10.1,172,2.1677367,1.7387402,4.2980769,3.3152106,3.3262859,3.2697908,6.1763644,4.10598,1.58507,7.0457433,7.9069383,9.8092237,3990
RV,353.5295,26.15272,9.3248,542.2411,7.59066,2.80896,917.0992,0.29712,0.10176,418.7266,19.3806,5.2974,610.2252,0.89892,8.44608,167.7144,10.40000689,10.05660239,10.06837169,13.00651805,12.48644113,18.67375502,13.12070118,3.757102298,4.012177241,6.540050193,8.890253184,13.56853984,7072.6375
Mid,471.4336,27.263,10.9362,586.498,8.3793,4.81278,685.8351,7.90452,3.20384,319.7656,24.99,11.1298,599.4374,2.652,6.231,149.894,2.79975368,2.197489515,5.470264196,4.920346074,5.184256652,3.951193043,5.183347043,5.776117995,1.523145755,5.572589488,8.776741445,11.5759273,2694.4085
RV,409.5641,47.85814,14.08924,719.0072,10.82412,3.4776,650.676,1.38964,0.5886,364.9448,19.33016,9.98712,570.9888,1.70544,8.1296,144.797,9.921984773,11.4697628,13.97826784,23.6621538,4.661627936,1.773253272,2.270821155,2.030297034,2.025402487,6.484912161,8.637327583,12.94015327,4438.1165
RV,631,39.3,12.8,464,2.3,1.5,670,2,0.4,360,16.7,9,587,0.8,12.8,139,2.9034148,2.5426098,2.3987071,4.1334683,2.7961248,9.0275507,10.5085075,4.4442407,2.6273698,4.8536923,5.9100446,12.2151654,3746
RV,502.8628,30.59056,10.8086,480.4268,7.539,3.3898,624.86,0.507,0.5928,355.1328,19.4805,8.23704,561.4488,0.70994,7.3875,175.455,5.999269884,5.53419919,5.616315933,6.389351108,5.778269311,7.089554056,8.337173862,6.990150046,3.617907515,4.945277033,8.819824429,12.00560305,6235.002
Mid,474.124,27.65208,11.165,582.4753,8.3487,4.92548,685.6989,7.67676,3.25376,316.448,25.5255,10.9208,599.6778,2.652,6.10452,148.4189,2.92669106,2.116818094,5.148010046,4.99252719,5.214353933,4.238663745,4.968622647,5.749955408,1.531954695,5.853801522,8.273054705,11.15613461,2686.2395
RV,493.283,34.8519,12.462,529.258,8.7696,3.672,620.6938,0.90936,0.19744,389.8558,21.56112,9.15642,603.5524,1.79784,5.25972,150.5408,4.946483268,2.919885355,4.199618934,3.652648581,2.6131112,3.5242718,3.683197626,4.030735161,2.953093247,3.756313709,7.707599901,11.81396917,2761.8195
RV,469.6035,30.65838,11.6883,522.7388,9.27728,4.28064,612.1874,0.4924,0.09992,374.1952,21.6806,8.17614,578.5662,2.60676,3.41972,161.232,5.293486936,4.875200094,4.822485835,4.371445535,3.492525912,4.149126866,5.621311233,7.856542819,3.695775303,6.635553785,10.5858316,13.3122419,5709.3075
Small,510.554,23.1752,8.02224,698.4384,3.13348,2.1357,587.758,18.60072,5.74432,304.5066,16.8336,5.02554,566.1996,2.06472,3.3864,143.2922,3.121786811,2.618927126,5.155770025,3.713785763,4.134212412,9.964895669,5.761033338,8.376688112,3.062787064,5.979074406,7.111806078,6.617478101,4146.715
Mid,543.4445,30.63488,10.082,730.8392,2.91218,3.0576,506.8228,11.79764,2.37552,290.304,24.048,11.83338,615.0842,3.25182,6.86688,150.36,2.36517503,1.714866733,1.989339658,1.935629597,2.273371583,2.703858665,2.692288895,1.540845889,2.288128898,4.28168166,3.675918775,5.776841984,2452.2305
RV,510.807,31.262,10.901,474.572,7.53,3.44284,624.9228,0.4923,0.60828,352.9734,19.1334,8.30592,556.9608,0.6881,7.5525,176.085,5.681848197,5.54506121,5.654840393,6.276042418,5.281243743,7.014018473,8.23454986,6.413504574,3.627198494,5.101264086,8.765464957,12.36232691,5970.6525
Mid,546.2184,26.62086,10.39376,524.948,9.3556,5.88932,548.3001,5.7997,2.30092,360.3201,24.97856,12.3752,597.1791,2.5395,4.43784,167.1096,4.463125989,3.808939887,7.385465822,5.755964558,7.122607481,5.752909754,7.35066759,7.881918409,7.107777422,10.22776796,11.54492157,13.51062513,5384.808
RV,355.9652,26.59982,9.33796,542.7881,7.6384,2.8476,916.916,0.29874,0.10126,418.7266,19.76084,5.4864,610.47,0.90954,8.3498,169.4112,11.36630674,9.613225129,11.07151308,12.54520313,12.44170976,19.33758248,12.54909327,3.744043849,3.966701765,6.87345131,9.346281715,12.76923426,6786.3235
Mid,516.2906,30.53984,11.10928,548.1216,7,3.52872,941.0197,9.153,2.9706,337.6779,22.4957,11.78348,550.0112,1.58336,6.895,155,7.538720924,5.355585378,5.594017,5.748696365,3.90699801,7.136742623,5.859150771,6.741294531,1.885536017,5.424907995,6.395933805,13.34480876,2681.407
Mid,468.6016,27.41644,11.1958,579.2688,8.5969,4.83336,681.1362,7.94352,3.2192,319.5742,25.6989,10.7954,604.2454,2.64368,6.2496,148.2848,2.866788027,2.065188384,5.491747806,4.602749164,4.873251415,3.949154244,5.046023301,5.77902495,1.612035965,5.673022357,8.65081976,11.82895304,2793.798
Mid,546.7098,26.3526,10.47904,528.0514,9.5247,5.71648,555.7386,5.82448,2.28436,356.7858,24.64128,12.29336,591.5076,2.5065,4.4132,168.84,4.431047939,4.02797816,7.240166351,5.682733457,6.896878819,5.752909754,7.119646609,7.984794854,6.792498975,10.27802726,11.09934815,14.49423798,5142.852
RV,481.5792,31.7317,11.75752,526.1963,9.03256,4.51812,584.6484,3.4405,0.89892,356.976,20.9166,7.01178,587.4126,2.60884,5.3838,149.641,4.836312681,3.153905484,4.423473831,3.478831428,2.393867749,3.061491563,4.164984829,3.989914283,4.400419169,4.118552198,5.161833739,7.251098912,3025.1175
Mid,546.7098,26.63138,10.49568,529.2612,9.443,5.858,547.2532,5.79144,2.34462,356.3931,24.4032,12.53888,598.0746,2.5215,4.3824,168.4704,4.234302567,3.692636379,6.765285151,6.151412505,7.251099181,5.315097426,7.025138025,7.735517314,7.212870237,10.37854586,11.31642238,13.42631546,5377.086
Mid,473.1328,28.94724,11.18474,527.0794,9.8,5.7228,982.7202,6.8448,2.23036,342.346,22.71222,12.09996,610.9895,1.92584,2.42304,168.3861,5.645506923,4.94823523,7.237752023,7.502589425,5.649772101,7.439072767,9.417729635,6.257172123,2.16943674,7.721917841,10.54776689,15.12208359,6136.0395
Small,302.9264,23.79152,8.4779,577.7464,7.5772,3.4832,745.7712,6.9384,0.9942,323.932,21.19936,7.777,556.7166,2.74568,4.4919,170.731,5.585195101,5.052198998,5.187915451,5.142650633,5.085567225,5.226850358,7.358693492,8.887386855,2.778484523,8.271583966,9.783752801,10.65111106,4212.684
Mid,475.0004,26.7332,11.94284,563.0116,7.39704,4.29398,645.129,5.89056,2.16788,344.4282,25.38602,9.81,596.16,3.045,5.7741,163.5216,6.221409505,6.295630442,9.735785746,5.101479306,6.66727448,5.609880016,9.335440858,6.566393664,2.248056836,7.193623985,12.10242991,19.00068963,5583.402
Mid,519.1396,29.87104,11.06132,552.4038,6.9076,3.53664,951.6756,9.1152,3.0018,336.7287,22.89522,11.86136,558.8752,1.57408,7.0364,154.3955,7.685746198,5.283957179,5.472587919,5.68426166,4.058041748,7.053997781,5.798419198,6.939567899,1.800741603,5.023936535,6.655137438,12.62153055,2461.937
RV,669.665,32.2816,11.84508,394.21,0.8883,0.70826,756.1673,6.24712,1.59424,307.8567,19.18806,10.004,547.5253,1.4706,7.26336,141.0344,3.738570272,2.801249898,2.83812556,3.992077249,4.630135003,6.78224487,8.599837607,4.495633748,2.454035994,4.058063766,4.397664238,8.47078789,3482.658
Mid,506.414,29.65482,12.33474,540.108,9.28648,5.51264,948.9044,10.028,3.34288,345.4248,25.4133,13.42874,608.5452,1.2948,7.99954,151.2096,0.553854895,0.463988795,0.430762946,6.979150814,6.407614737,6.06082335,4.67856011,5.467495999,1.85093294,3.679088468,5.953929846,8.033939642,5452.786
Mid,515.2256,29.33928,10.86264,507.756,7.26912,3.85472,694.0404,4.964,0.79968,322.464,24.20114,13.35576,591.239,1.69456,10.27574,172.5332,2.160149622,1.755258232,4.179879785,3.472683104,3.273065326,3.430010549,6.003426197,4.09366206,1.657190685,7.105632118,7.665776682,9.475710094,4091.745
Mid,544.7573,30.502,10.116,725.3064,2.94408,3.0264,506.4707,11.6938,2.41872,290.8512,23.6832,11.934,614.3486,3.25974,6.9207,148.8,2.249113558,1.752368789,1.94811999,2.018458372,2.116812278,2.583745195,2.681720538,1.501278488,2.26936413,4.540584159,3.744157619,5.702398144,2393.457
RV,486.57,35.0796,12.45208,525.654,8.6565,3.53952,627.7224,0.91368,0.19608,385.1489,21.69504,9.282,603.792,1.77984,5.36784,151.6504,5.448677519,3.035645025,4.305126602,3.514538485,2.53602442,3.358465219,3.694571371,4.108921958,3.065661653,3.47833918,7.458247321,11.86158215,2976.013
Small,353.0096,21.47514,8.241,547.525,6.13428,2.8168,871.1712,9.71746,2.79608,329.616,21.82554,10.39648,554.7078,2.532,2.32024,148.5,3.063010257,4.07010315,5.456194435,5.68546261,5.936695978,8.078904732,7.42677707,6.722561192,2.431843135,4.934560873,10.87871512,10.51486208,3901.6075
RV,614.8464,39.376,12.1872,461.3795,2.3299,1.62816,602.2428,1.7964,0.1982,330.2304,16.67328,10.51168,540.313,1.1856,10.4517,161.4026,5.545975052,4.823708855,6.683171704,5.481420752,4.072379426,7.55720551,9.52444447,7.879466264,3.817933666,5.670983049,#VALUE!,10.36965702,5617.2465
RV,445.2224,31.69516,11.90592,542.7285,9.5589,4.33096,608.9391,1.5246,0.10074,372.825,21.8698,8.21476,580.5352,2.6811,3.3626,156.6096,5.46140417,4.770249796,4.68058839,4.094669516,4.451501659,6.206099707,5.018166012,5.625735529,6.754572874,5.971237196,7.91192792,13.68217129,6218.795
RV,675.025,32.0576,11.57598,398.081,0.88488,0.69986,756.3187,6.08716,1.62016,312.0591,19.01436,9.822,558.0323,1.512,7.2144,141.9006,3.578849933,2.779545999,2.795014792,3.899730402,4.58995061,6.436278577,8.316461869,4.386483308,2.589200179,4.041542387,4.4965892,7.937259583,3573.4635
RV,465.279,31.11244,11.84508,521.8446,9.38032,4.24956,620.2701,0.493,0.09928,379.384,21.0958,8.2458,576.3546,2.58024,3.4476,160.672,5.141448058,4.833192626,4.652814629,4.547749957,3.84875621,4.100599066,5.521844148,7.856542819,4.006634908,6.216666602,10.87713704,13.18509537,5685.7275
RV,460.35,30.72058,11.89422,530.6814,9.17424,4.24032,613.7299,0.5056,0.10124,378.2184,21.715,8.21988,582.1746,2.6078,3.43196,161.232,4.956467423,4.583481563,4.757962982,4.314937708,3.813867676,3.898399901,5.743513651,7.962272691,3.74566635,6.327735174,10.85632951,12.43493083,5971.635
Small,519,25,8.4,545,7.2,3.3,718,7.4,2.4,314,20.6,10.2,591,2.7,5.4,151,3.2535353,2.6635204,4.5124231,4.4186588,4.4950885,4.6607498,5.4269718,5.5727917,0.4676286,4.8279597,6.8924059,12.4369167,3821
RV,473.8518,32.08674,11.85664,526.355,9.31224,4.5172,585.06,3.4895,0.91728,363.564,21.1935,6.8034,585.6084,2.61716,5.35032,152.4647,4.931891983,3.312664608,4.767775145,3.589970566,2.489770001,2.856897938,4.377506412,4.247261696,4.388977621,3.928465173,5.253868472,7.240335282,3152.896
Small,539.3091,29.4756,10.3803,511.2081,7.383,3.61296,631.2524,3.77644,0.88884,341.9367,21.62376,8.1836,548.5059,1.21632,6.88024,161.056,2.004732506,3.127378874,2.200837914,2.103794623,3.163257629,3.103124808,3.99156938,3.841374914,0.623843006,3.681614765,4.435044493,7.692778646,3720.0975
Mid,540.5946,26.4578,10.27728,522.0024,9.4107,5.76752,547.694,6.01564,2.25676,354.8937,24.57184,12.22392,600.8805,2.54,4.3692,168.5208,4.386138669,3.814755062,6.800724046,5.744247582,6.876042327,5.493568694,6.829120223,7.616813724,7.212870237,10.37854586,11.15647295,13.9391993,5299.866
RV,463.6515,31.1933,11.66958,528.5774,9.18528,4.21932,621.8743,0.4964,0.0984,375.8496,21.8827,8.1972,577.2276,2.56568,3.36056,160.704,5.143982039,4.72117271,4.557225217,4.443775555,3.681658493,4.199676657,5.499108815,8.360792979,3.876150629,6.476884398,10.05003767,12.58114934,6177.96
RV,462.954,30.65216,11.71404,529.4716,9.15768,4.263,616.8149,0.5018,0.10042,372.616,21.3538,7.97688,577.4022,2.548,3.4646,158.416,5.078098525,4.76084643,4.7388451,4.310417082,3.782651619,4.185522716,5.916870569,8.519387787,3.766774101,6.549872316,10.13326779,13.05159151,5774.1525
Small,302.6856,23.87828,8.3912,576.1196,7.67296,3.4846,755.1837,6.8614,0.9848,322.8372,20.65856,7.56756,560.79,2.83584,4.4694,169.932,5.400630952,4.840026609,5.26655995,5.201210837,5.065255424,5.089164936,7.358693492,8.336497984,2.866667435,8.271583966,9.737141306,10.35377197,4268.331
RV,461.5125,30.59618,11.47302,527.6832,9.08408,4.20756,616.0128,0.5033,0.09902,375.8496,21.1689,8.16318,586.5396,2.62964,3.45304,158.8,4.837370302,4.595150304,5.01844413,4.342061465,3.637588766,4.027807367,5.507634565,8.401458314,3.86463731,6.597473132,10.87713704,12.25056836,5962.7925
RV,672.345,32.1024,11.83806,393.2225,0.89154,0.71008,754.729,6.17148,1.58784,310.0815,19.44668,10.184,554.7696,1.4898,7.05888,143.2212,3.57699272,3.021182741,2.875488226,3.663091606,4.549766218,6.289406095,8.230217079,4.450154398,2.59664041,4.231538248,4.543803387,8.048069308,3393.633
Mid,518,30.9776,10.68854,549.6039,6.9958,3.52872,948.1865,8.9514,2.9712,337.2372,23.14492,11.79764,550.676,1.61984,7.0896,155.0155,7.244670376,5.300486763,5.483626926,5.743093348,3.876789263,6.657512079,5.650928236,6.796950213,1.742388457,5.309595941,6.473358267,13.11674806,2472.265
Small,298.47,23.6352,8.3589,584.3698,7.59848,3.4972,504.8771,4.96272,0.5042,321.536,20.84566,7.88424,565,2.8168,4.62208,173.462,6.589120473,5.188346086,5.076524606,5.920870698,5.218231316,4.82550952,20.50061412,8.647825924,3.165600844,8.023694364,10.2590633,18.03027608,4110.314
RV,628.2867,39.76374,12.98432,461.7264,2.28712,1.5237,664.774,2.0024,0.39776,358.704,16.9171,8.928,591.3438,0.80368,12.64128,140.1537,2.880187482,2.457432372,2.409501282,4.071466276,2.886998856,9.47441446,10.5085075,4.373132849,2.549862391,4.902229223,5.706148061,12.24570331,3744.127
RV,613.8111,40.584,11.9496,466.3336,2.3253,1.608,611.5752,1.79424,0.20308,330.2304,16.51296,10.8177,550.0685,1.21824,10.5861,161.4678,5.446987557,4.776636195,7.161517327,5.735267718,4.206815517,7.649366552,10.01336915,7.737706751,3.790452395,5.729968014,#VALUE!,11.01546351,5527.998
Small,532.6503,29.4814,10.6239,507.4056,7.3635,3.54672,634.155,3.73236,0.9126,344.4749,21.3426,8.11636,552.7332,1.20864,6.66808,158.688,1.988646387,2.995938312,2.256414629,2.148829982,3.328982724,3.104661008,3.814508443,3.662663467,0.592101483,3.893331033,4.504305989,8.022026473,3514.7265
Small,540.9738,28.623,10.6911,505.7325,7.392,3.66192,628.0343,3.82356,0.90432,346.1556,21.00606,8.28528,547.9569,1.20984,6.81904,160.496,2.042937037,2.881116672,2.121918979,2.107011434,3.182565407,3.090835205,4.012739709,3.5263269,0.594237932,3.928929344,4.705164329,7.619182073,3700.281
Mid,504.0405,29.68472,12.342,541.404,9.17608,5.61008,938.7416,10.198,3.34356,346.1556,25.6836,13.82604,611.8176,1.27894,7.92212,152.3952,0.564346663,0.444065612,0.433251706,6.894902253,6.78909735,6.397362641,4.873598026,5.494402968,1.87455383,3.989327175,5.793093322,8.163789553,5340.2765
Small,298.05,24.0672,8.5595,581.5229,7.67448,3.5119,512.2067,4.80298,0.509,316.8,20.78296,7.67988,559.576,2.82688,4.52824,171.3808,6.572388324,5.12109436,4.948070036,5.734844323,4.882304518,4.98802668,19.17831947,8.76525518,3.167235125,8.245037657,10.64351485,17.72977147,4377.686
RV,475.7121,32.29596,11.86844,524.2919,9.17608,4.52272,585.2952,3.4678,0.90306,357.912,21.24462,6.9345,585.6666,2.59792,5.49504,149.8222,4.974902669,3.430506432,4.653768087,3.68346857,2.515589838,2.836142063,4.557163832,4.045501325,4.675016309,3.967300157,5.351162333,6.816965825,3152.896
RV,469.6341,35.08846,13.17074,491.3324,9.32668,3.70444,815.9184,0.20012,0.20076,466.9023,19.88488,4.1328,571.596,2.28022,4.9,172.5048,5.742351502,6.188621385,6.649429208,7.930322246,7.97469324,12.81155935,14.2765297,3.450803567,2.715202339,3.774213196,4.336441161,9.298764519,2805.712
